ID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,Deductible,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
CL00014784,Sep,1,Saturday,Chevrolet,Urban,Tuesday,Sep,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00014821,Jan,3,Friday,Toyota,Urban,Tuesday,Jan,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
CL00015372,Jul,1,Monday,Honda,Urban,Monday,Jul,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
CL00011782,Oct,2,Saturday,Toyota,Urban,Wednesday,Oct,3,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
CL00013793,Mar,1,Monday,Mazda,Urban,Monday,Mar,4,Male,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00009475,Sep,2,Tuesday,Mazda,Urban,Wednesday,Sep,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
CL00005825,Oct,1,Monday,Toyota,Urban,Monday,Oct,2,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00008187,Nov,3,Saturday,Pontiac,Urban,Monday,Nov,4,Male,Single,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
CL00005585,Feb,3,Monday,Pontiac,Rural,Tuesday,Feb,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00001496,Oct,5,Tuesday,Honda,Urban,Monday,Nov,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00011948,Jan,3,Tuesday,Pontiac,Urban,Wednesday,Jan,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,500,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,2 to 3 years,2 vehicles,1995,Liability
CL00013657,May,3,Thursday,Pontiac,Urban,Tuesday,Jun,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
CL00006750,Jun,4,Friday,Mazda,Urban,Tuesday,Jun,4,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
CL00010307,Jul,1,Saturday,Pontiac,Urban,Monday,Jul,1,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00006047,Jun,3,Saturday,Chevrolet,Urban,Monday,Jun,3,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
CL00012660,Nov,3,Tuesday,Toyota,Urban,Wednesday,Nov,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00014650,Apr,4,Thursday,Toyota,Urban,Friday,Apr,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,none,6 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00002865,Jul,1,Tuesday,Pontiac,Urban,Thursday,Jul,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00004457,Feb,3,Thursday,Saturn,Urban,Monday,Feb,3,Male,Single,Policy Holder,Sedan - Liability,Sport,60000 to 69000,0,400,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00011147,Jun,2,Wednesday,Chevrolet,Urban,Wednesday,Jun,2,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
CL00008226,May,3,Sunday,Toyota,Urban,Friday,May,3,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00002287,Jul,2,Wednesday,Chevrolet,Urban,Monday,Aug,2,Male,Married,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,400,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability
CL00013725,May,5,Wednesday,Chevrolet,Rural,Tuesday,Jun,1,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00012613,Nov,4,Sunday,Pontiac,Urban,Tuesday,Dec,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
CL00004156,Jan,5,Saturday,Chevrolet,Urban,Monday,Jan,5,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,7 years,over 65,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00014363,May,5,Sunday,Mazda,Urban,Wednesday,Jun,4,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,41 to 50,Yes,No,External,none,no change,1 vehicle,1996,Collision
CL00000516,Mar,2,Wednesday,Honda,Urban,Friday,Jul,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
CL00009565,Jul,1,Monday,Mazda,Urban,Monday,Jul,1,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00007824,May,4,Sunday,Honda,Urban,Tuesday,May,4,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability
CL00001817,Jun,5,Thursday,Chevrolet,Urban,Wednesday,Jul,1,Female,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,none,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00001268,Dec,2,Saturday,Pontiac,Urban,Wednesday,Dec,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00003853,Jul,4,Sunday,Pontiac,Urban,Friday,Sep,1,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,none,5 years,26 to 30,Yes,No,External,3 to 5,no change,1 vehicle,1995,All Perils
CL00013629,Mar,1,Sunday,Honda,Rural,Thursday,Mar,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,more than 30,more than 30,2 to 4,new,16 to 17,Yes,No,External,none,no change,1 vehicle,1996,Collision
CL00006184,Jul,2,Monday,Pontiac,Rural,Tuesday,Jul,2,Female,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,4 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00003273,Jan,2,Wednesday,VW,Urban,Friday,Jan,3,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00013719,Jan,2,Monday,Mazda,Urban,Tuesday,Jan,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00009902,Jun,4,Monday,Pontiac,Urban,Sunday,Jul,3,Male,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00011150,Jan,4,Tuesday,Dodge,Urban,Wednesday,Jan,4,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,Internal,none,no change,1 vehicle,1995,Collision
CL00009881,May,3,Monday,Honda,Rural,Monday,May,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00001072,Aug,4,Friday,Chevrolet,Urban,Friday,Sep,1,Female,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,All Perils
CL00005111,Oct,1,Thursday,Chevrolet,Rural,Monday,Oct,3,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
CL00009036,Aug,2,Saturday,Pontiac,Urban,Wednesday,Sep,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
CL00014223,Jan,4,Monday,Honda,Urban,Tuesday,Feb,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00014687,Mar,3,Friday,Pontiac,Urban,Tuesday,May,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,400,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
CL00008518,Aug,1,Monday,Toyota,Urban,Monday,Aug,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
CL00001623,Nov,2,Monday,Pontiac,Urban,Wednesday,Nov,2,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
CL00011377,Jun,2,Friday,Toyota,Urban,Tuesday,Jun,2,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00003022,Dec,3,Tuesday,Honda,Urban,Wednesday,Jan,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
CL00007682,Sep,1,Saturday,Pontiac,Urban,Monday,Nov,2,Female,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,400,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00003481,Jan,2,Wednesday,Toyota,Urban,Friday,Jan,2,Female,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00001647,May,3,Wednesday,Mazda,Urban,Wednesday,May,3,Female,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,1,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability
CL00002163,Dec,3,Tuesday,Toyota,Rural,Tuesday,Dec,3,Female,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00011976,Feb,4,Sunday,Chevrolet,Urban,Friday,Apr,5,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,Liability
CL00010682,Sep,3,Saturday,Honda,Urban,Wednesday,Sep,4,Male,Single,Third Party,Sport - Collision,Sport,more than 69000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,Collision
CL00008441,Dec,2,Thursday,Toyota,Urban,Friday,Dec,2,Male,Married,Third Party,Sedan - Collision,Sedan,less than 20000,0,400,more than 30,more than 30,1,more than 7,41 to 50,Yes,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00008545,Feb,2,Thursday,Honda,Urban,Friday,Feb,2,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00012357,Nov,3,Wednesday,Mazda,Urban,Friday,Nov,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
CL00013259,Sep,2,Monday,Honda,Urban,Tuesday,Sep,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
CL00006516,Nov,2,Monday,Pontiac,Urban,Monday,Nov,2,Female,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,6 years,36 to 40,No,No,External,more than 5,1 year,1 vehicle,1994,Collision
CL00009365,Apr,3,Tuesday,Toyota,Rural,Tuesday,Apr,4,Male,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00011578,Feb,3,Thursday,Toyota,Urban,Friday,Feb,3,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
CL00001490,Nov,3,Sunday,Accura,Urban,Tuesday,Nov,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,400,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00012671,Mar,5,Thursday,Toyota,Urban,Monday,Apr,1,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability
CL00005018,Aug,3,Friday,Pontiac,Rural,Thursday,Sep,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
CL00001783,Apr,3,Friday,Toyota,Urban,Friday,May,1,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
CL00004357,Aug,3,Saturday,Toyota,Urban,Friday,Sep,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00000657,Mar,1,Saturday,Pontiac,Urban,Monday,Mar,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00012956,Jan,3,Saturday,Saturn,Urban,Monday,Jan,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,6 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00006380,Oct,3,Tuesday,Mazda,Urban,Friday,Oct,4,Female,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00013749,Nov,5,Wednesday,Toyota,Urban,Wednesday,Dec,3,Female,Widow,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00011826,Aug,1,Saturday,Pontiac,Urban,Monday,Aug,2,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,over 65,Yes,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00004500,Aug,5,Tuesday,Honda,Urban,Friday,Sep,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00003607,Apr,3,Monday,Accura,Urban,Wednesday,Apr,4,Female,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,3 to 4,1996,All Perils
CL00006594,May,3,Wednesday,Dodge,Urban,Wednesday,May,3,Male,Single,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,400,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
CL00011047,Jan,2,Wednesday,Pontiac,Urban,Wednesday,Jan,2,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,1 year,1 vehicle,1994,Liability
CL00006757,Feb,2,Monday,Honda,Urban,Friday,Feb,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00011515,Apr,2,Wednesday,Toyota,Urban,Tuesday,Apr,3,Male,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
CL00014179,Feb,3,Sunday,Honda,Urban,Monday,Feb,4,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability
CL00002389,Feb,2,Saturday,Pontiac,Rural,Tuesday,Feb,4,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00010039,Oct,4,Friday,Honda,Urban,Tuesday,Oct,4,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,5 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
CL00012658,Jun,5,Friday,Toyota,Urban,Monday,Jul,1,Female,Single,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,400,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision
CL00002912,May,1,Wednesday,Mazda,Urban,Friday,May,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
CL00008455,Nov,1,Thursday,Accura,Urban,Monday,Nov,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00005685,Nov,3,Wednesday,Pontiac,Urban,Wednesday,Nov,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,700,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability
CL00003000,Oct,5,Monday,Mazda,Urban,Friday,Nov,1,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
CL00008006,May,2,Thursday,Mazda,Urban,Thursday,May,2,Male,Married,Third Party,Sedan - Collision,Sedan,more than 69000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00013971,Jan,3,Friday,Pontiac,Rural,Monday,Feb,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1994,Liability
